Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount,
"Bills/Utilities","Gas/Electric","01/31/2013","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$37.72",
"Bills/Utilities","Gas/Electric","12/29/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$36.95",
"Bills/Utilities","Gas/Electric","11/30/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$34.24",
"Bills/Utilities","Gas/Electric","10/31/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$35.15",
"Bills/Utilities","Gas/Electric","10/02/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$35.29",
"Bills/Utilities","Gas/Electric","09/01/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$36.18",
"Bills/Utilities","Gas/Electric","08/02/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$24.21",
"Bills/Utilities","Gas/Electric","06/30/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$29.87",
"Bills/Utilities","Gas/Electric","06/01/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$33.35",
"Bills/Utilities","Gas/Electric","05/02/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$33.21",
"Bills/Utilities","Gas/Electric","04/03/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Gas/Electric-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$30.39",
"Bills/Utilities","Gas/Electric","03/02/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Household-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$33.35",
"Bills/Utilities","Gas/Electric","02/02/2012","SACRAMENTO","PACIFIC GAS & ELECTRIC (PG&E)","Household-PACIFIC GAS & ELECTRIC (PG&E)","PMA Checking XXXXXX5366","$32.70",
"Bills/Utilities","Phone/Internet","06/11/2013"," ","STRAIGHTTALK SERVI","CHECK CRD PURCHASE 06/10 STRAIGHTTALK*SERVI      877-430-2355  FL 434256XXXXXX8245 283160470112111                               ?MCC=4814","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$46.53",
"Bills/Utilities","Phone/Internet","05/13/2013"," ","STRAIGHTTALK AIRTI","CHECK CRD PURCHASE 05/11 STRAIGHTTALK*AIRTI      877-430-2355  FL 434256XXXXXX8245 003131015568536                               ?MCC=4814","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$46.54",
"Bills/Utilities","Phone/Internet","03/28/2013"," ","STRAIGHTTALK SERVI","CHECK CRD PURCHASE 03/27 STRAIGHTTALK*SERVI      877-430-2355  FL 434256XXXXXX4992 163085442659536                               ?MCC=4814","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$46.53",
"Bills/Utilities","Phone/Internet","02/28/2013","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.84",
"Bills/Utilities","Phone/Internet","02/11/2013"," ","STRAIGHTTALK PHONE","CHECK CRD PURCHASE 02/08 STRAIGHTTALK*PHONE      877-430-2355  FL 434256XXXXXX4992 163038121740576                               ?MCC=4814","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$65.24",
"Bills/Utilities","Phone/Internet","02/02/2013","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.84",
"Bills/Utilities","Phone/Internet","01/04/2013","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.97",
"Bills/Utilities","Phone/Internet","12/04/2012","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.80",
"Bills/Utilities","Phone/Internet","11/08/2012"," ","MSFT XBOX LIVE","RECUR DEBIT CRD PMT11/07 MSFT   *XBOX LIVE       800-386-5550  WA 434256XXXXXX3271 162313095231276                               ?MCC=4816","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$59.99",
"Bills/Utilities","Phone/Internet","11/03/2012","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.76",
"Bills/Utilities","Phone/Internet","10/03/2012","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$33.23",
"Bills/Utilities","Phone/Internet","08/21/2012","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$174.00",
"Bills/Utilities","Phone/Internet","08/03/2012","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$170.00",
"Bills/Utilities","Phone/Internet","07/30/2012"," ","MSFT","CHECK CRD PURCHASE 07/28 MSFT   *XBOX LIVE       BILL.XBOX.COM WA 434256XXXXXX3271 082211006528643                               ?MCC=4816","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$9.99",
"Bills/Utilities","Phone/Internet","07/03/2012","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.49",
"Bills/Utilities","Phone/Internet","06/02/2012","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.49",
"Bills/Utilities","Phone/Internet","05/04/2012","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.49",
"Bills/Utilities","Phone/Internet","04/04/2012","LOS ANGELES","AT&T MOBILITY","Phone/Internet-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.58",
"Bills/Utilities","Phone/Internet","03/12/2012"," ","MSFT","CHECK CRD PURCHASE 03/10 MSFT   *XBOX LIVE       BILL.XBOX.COM WA 434256XXXXXX3271 071240009974153                               ?MCC=4816 01","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$19.99",
"Bills/Utilities","Phone/Internet","03/03/2012","LOS ANGELES","AT&T MOBILITY","Utilities/Telco-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.58",
"Bills/Utilities","Phone/Internet","02/04/2012","LOS ANGELES","AT&T MOBILITY","Utilities/Telco-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.58",
"Bills/Utilities","Phone/Internet","01/04/2012","LOS ANGELES","AT&T MOBILITY","Utilities/Telco-AT&T MOBILITY","PMA Checking XXXXXX5366","$90.24",
"Bills/Utilities","Other Bills/Utilities","06/28/2013","SEATTLE","COMCAST CABLE COMMUNICATIONS -16-DIGIT ACCOUNT NUMBERS","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS -16-DIGIT ACCOUNT NUMBERS","PMA Checking XXXXXX5366","$85.23",
"Bills/Utilities","Other Bills/Utilities","05/22/2013","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$85.23",
"Bills/Utilities","Other Bills/Utilities","04/17/2013","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$85.23",
"Bills/Utilities","Other Bills/Utilities","03/22/2013","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Old Checking XXXXXX5384","$84.63",
"Bills/Utilities","Other Bills/Utilities","02/07/2013","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$22.85",
"Bills/Utilities","Other Bills/Utilities","02/05/2013","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$80.00",
"Bills/Utilities","Other Bills/Utilities","01/03/2013","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$80.00",
"Bills/Utilities","Other Bills/Utilities","12/01/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$70.00",
"Bills/Utilities","Other Bills/Utilities","11/08/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$69.71",
"Bills/Utilities","Other Bills/Utilities","10/10/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$69.72",
"Bills/Utilities","Other Bills/Utilities","09/08/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$69.72",
"Bills/Utilities","Other Bills/Utilities","08/09/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$69.72",
"Bills/Utilities","Other Bills/Utilities","07/10/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$66.26",
"Bills/Utilities","Other Bills/Utilities","06/09/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$66.26",
"Bills/Utilities","Other Bills/Utilities","05/10/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$66.26",
"Bills/Utilities","Other Bills/Utilities","04/07/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Other Bills/Utilities-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$66.26",
"Bills/Utilities","Other Bills/Utilities","03/10/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Utilities/Telco-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$66.26",
"Bills/Utilities","Other Bills/Utilities","02/02/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Utilities/Telco-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$150.21",
"Bills/Utilities","Other Bills/Utilities","01/11/2012","SEATTLE","COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","Utilities/Telco-COMCAST CABLE COMMUNICATIONS (16-DIGIT ACCOUNT NUM","PMA Checking XXXXXX5366","$53.07",
"Business/Office","Legal Services","11/15/2012"," ","PAYPAL 2CHECKOUTC","RECUR DEBIT CRD PMT11/14 PAYPAL *2CHECKOUTC      877-294-0273  OH 434256XXXXXX3271 002319264426977                               ?MCC=8999","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Legal Services","10/15/2012"," ","PAYPAL 2CHECKOUTC","RECUR DEBIT CRD PMT10/13 PAYPAL *2CHECKOUTC      877-294-0273  OH 434256XXXXXX3271 162288227101638                               ?MCC=8999","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Legal Services","09/17/2012"," ","PAYPAL 2CHECKOUTC","RECUR DEBIT CRD PMT09/13 PAYPAL *2CHECKOUTC      877-294-0273  OH 434256XXXXXX3271 282258250804310                               ?MCC=8999","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Legal Services","08/15/2012"," ","PAYPAL 2CHECKOUTC","RECUR DEBIT CRD PMT08/14 PAYPAL *2CHECKOUTC      877-294-0273  OH 434256XXXXXX3271 282227256037832                               ?MCC=8999","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Legal Services","07/16/2012"," ","PAYPAL 2CHECKOUTC","RECUR DEBIT CRD PMT07/13 PAYPAL *2CHECKOUTC      877-294-0273  OH 434256XXXXXX3271 162196231149820                               ?MCC=8999","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Legal Services","05/15/2012"," ","PAYPAL","CHECK CRD PURCHASE 05/13 PAYPAL *2CHECKOUTCO     877-294-0273  OH 434256XXXXXX3271 136240005804901                               ?MCC=8999 01","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Legal Services","04/16/2012"," ","PAYPAL 2CHECKOUTCO","RECUR DEBIT CRD PMT04/14 PAYPAL *2CHECKOUTCO     877-294-0273  OH 434256XXXXXX3271 106240007109415                               ?MCC=8999 01","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Legal Services","03/15/2012"," ","PAYPAL","CHECK CRD PURCHASE 03/13 PAYPAL *2CHECKOUTCO     877-294-0273  OH 434256XXXXXX3271 075240006412400                               ?MCC=8999 01","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Legal Services","02/15/2012"," ","PAYPAL","CHECK CRD PURCHASE 02/13 PAYPAL *2CHECKOUTCO     877-294-0273  OH 434256XXXXXX3271 046240007101538                               ?MCC=8999 01","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Legal Services","01/17/2012"," ","PAYPAL","CHECK CRD PURCHASE 01/13 PAYPAL *2CHECKOUTCO     877-294-0273  OH 434256XXXXXX3271 015240009908021                               ?MCC=8999 01","Debit Card/ATM Card XXXX-XXXX-XXXX-3271","$11.00",
"Business/Office","Office Supplies/Furniture","09/28/2012"," ","OFFICE DEPOT","POS PURCHASE -      OFFICE DEPOT 00          SAN FRANCISCOCA 3671 00000000000520230                          ?MCC=5943","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$21.69",
"Business/Office","Office Supplies/Furniture","09/07/2012"," ","STAPLES","POS PURCHASE -      Staples, Inc.            SAN LUIS OBISCA 3671 00302251643515923                          ?MCC=5943","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.53",
"Business/Office","Office Supplies/Furniture","04/18/2012"," ","OFFICE DEPOT","POS PURCHASE -      OFFICE DEPOT 00          SAN FRANCISCOCA 3671 00000000000829849                          ?MCC=5943","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.67",
"Business/Office","Office Supplies/Furniture","01/27/2012"," ","OFFICE DEPOT","POS PURCHASE -      OFFICE DEPOT 00          SAN FRANCISCOCA 3671 00302027047801783                          ?MCC=5943","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$37.52",
"Business/Office","Postage/Shipping","04/12/2012"," ","US)","POS PURCHASE -      USPS 0568470052          SAN FRANCISCOCA 3671 00000210321003893                          ?MCC=9402","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$7.59",
"Business/Office","Postage/Shipping","03/19/2012"," ","UPS","CHECK CRD PURCHASE 03/17 UPS*1Z161Y6V4298789098  800-811-1648  GA 434256XXXXXX3671 078240018196620                               ?MCC=4214 01","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$5.00",
"Business/Office","Wholesale","06/28/2013"," ","SF HARDWARE","CHECK CRD PURCHASE 06/27 SF HARDWARE             SAN FRANCISCO CA 434256XXXXXX8245 083178806827203                               ?MCC=5251","Debit Card/ATM Card XXXX-XXXX-XXXX-8245","$20.65",
"Business/Office","Wholesale","05/02/2013"," ","SEARCHTECH LIMIT","SEARCHTECH LIMIT IAT PAYPAL 130502 4JT226ZY9BD5S   TRAVIS LAWRENCE                                  770510487C 4JT226ZY9BD5S   0O00000091004559048635","Old Checking XXXXXX5384","$11.00",
"Business/Office","Wholesale","04/02/2013"," ","SEARCHTECH LIMIT","SEARCHTECH LIMIT IAT PAYPAL 130402 4JT226WSTDPTQ   TRAVIS LAWRENCE                                  770510487C 4JT226WSTDPTQ   0O00000091003658390096","Old Checking XXXXXX5384","$11.00",
"Business/Office","Wholesale","03/15/2013"," ","SF HARDWARE","CHECK CRD PURCHASE 03/14 SF HARDWARE             SAN FRANCISCO CA 434256XXXXXX4992 083074012212661                               ?MCC=5251","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$21.32",
"Business/Office","Wholesale","03/04/2013"," ","SEARCHTECH LIMIT","SEARCHTECH LIMIT IAT PAYPAL 130304 4JT226TG98HA4   TRAVIS LAWRENCE                                  770510487C 4JT226TG98HA4   0O00000091004053618541","Old Checking XXXXXX5384","$11.00",
"Business/Office","Wholesale","02/04/2013"," ","SEARCHTECH LIMIT","SEARCHTECH LIMIT IAT PAYPAL 130204 4JT226Q95XV4W   TRAVIS LAWRENCE                                  770510487C 4JT226Q95XV4W   0O00000091004558531732","Old Checking XXXXXX5384","$11.00",
"Business/Office","Wholesale","12/31/2012"," ","SEARCHTECH LIMIT","SEARCHTECH LIMIT IAT PAYPAL 121231 4JT226LKY452L   TRAVIS LAWRENCE                                  770510487C 4JT226LKY452L   0O00000091004454202853","Old Checking XXXXXX5384","$5.00",
"Business/Office","Wholesale","12/10/2012"," ","SF HARDWARE","CHECK CRD PURCHASE 12/08 SF HARDWARE             SAN FRANCISCO CA 434256XXXXXX3671 082343826803893                               ?MCC=5251","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$8.66",
"Business/Office","Wholesale","12/03/2012"," ","COLE HARDWARE","POS PURCHASE -      COLE HARDWARE            SAN FRANCISCOCA 3671 00000000157389639                          ?MCC=5251","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$54.20",
"Business/Office","Wholesale","06/04/2012"," ","SF HARDWARE","CHECK CRD PURCHASE 06/03 SF HARDWARE             SAN FRANCISCO CA 434256XXXXXX3671 156240007675150                               ?MCC=5251 90","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$5.16",
"Business/Office","Other Business/Office","04/10/2013"," ","AXIS APPRAISALS MA","CHECK CRD PURCHASE 04/08 AXIS APPRAISALS MA      SAN RAFAEL    CA 434256XXXXXX4992 083098504434558                               ?MCC=7399","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$500.00",
"Business/Office","Other Business/Office","02/04/2013"," ","EB SF BEER WEEK O","CHECK CRD PURCHASE 02/01 EB *SF BEER WEEK O      EVENTBRITE.CO CA 434256XXXXXX4992 083031836003340                               ?MCC=7399","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$80.12",
"Business/Office","Other Business/Office","07/10/2012"," ","EBAY","RECUR DEBIT CRD PMT07/08 EBAY INC.               888-749-3229  CA 434256XXXXXX3671 282190694720219                               ?MCC=7399","Debit Card/ATM Card XXXX-XXXX-XXXX-3671","$1.30",
"Cash/ATM","Non-Wells Fargo ATM","04/08/2013"," ","","ATM WITHDRAWAL -  4   846 DIVISADERO PAI ATM   SAN FRANCISCOCA 4992 00383097128709329","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$60.25",
"Cash/ATM","Non-Wells Fargo ATM","04/01/2013"," ","","ATM WITHDRAWAL -  4   547 HAIGHT STRETORONADO-2SAN FRANCISCOCA 4992 00583089076631939","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$61.95",
"Cash/ATM","Non-Wells Fargo ATM","03/25/2013"," ","","ATM WITHDRAWAL -  4   547 HAIGHT STRETORONADO-2SAN FRANCISCOCA 4992 00303083018171644","Debit Card/ATM Card XXXX-XXXX-XXXX-4992","$61.95",
